row,table_column,original,corrupted,error_type,timestamp
115,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297285
118,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297304
119,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297324
128,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297343
129,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297362
132,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297382
133,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297401
140,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297420
141,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297438
142,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297457
143,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297475
144,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297528
145,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297622
148,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297670
149,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297693
152,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297713
153,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297733
156,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297751
157,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297770
160,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297789
161,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297808
172,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297832
173,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297852
188,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297872
189,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297891
192,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297911
193,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297930
196,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297949
197,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297968
200,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.297987
201,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298005
212,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298024
213,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298042
216,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298061
217,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298079
224,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298098
225,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298116
232,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298135
233,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298154
236,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298172
237,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298191
240,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298210
241,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298239
244,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298258
245,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298276
254,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298295
255,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298314
258,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298332
259,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298351
266,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298370
267,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298388
274,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298407
275,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298426
278,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298445
279,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298464
282,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298483
283,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298502
286,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298520
287,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298539
298,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298558
299,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298577
302,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298595
303,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298614
310,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298633
311,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298651
312,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298669
313,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298688
314,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298706
315,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298727
318,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298745
319,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298764
322,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298783
323,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298801
326,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298820
327,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298838
330,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298857
331,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298876
342,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298894
343,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298913
346,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298931
347,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298950
354,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298969
355,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.298988
356,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299006
357,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299025
358,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299043
359,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299062
362,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299081
363,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299101
364,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299120
365,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299139
366,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299157
367,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299176
370,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299194
371,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299213
372,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299234
373,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299253
374,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299271
375,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299289
384,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299308
385,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299326
386,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299346
387,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299365
390,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299384
391,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299402
396,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299421
397,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299439
398,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299458
399,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299476
404,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299495
405,relationship_data.parent,ORBOX00122,   ORBOX00122   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299513
406,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299532
407,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299550
412,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299569
413,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299587
416,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299605
417,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299625
432,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299645
433,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299663
436,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299681
437,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299700
448,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299718
449,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299737
450,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299756
451,relationship_data.parent,ORBOX00116, ORBOX00116 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299791
452,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299812
453,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299831
456,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299849
457,relationship_data.parent,Printer_10,   Printer_10   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299868
460,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299886
461,relationship_data.parent,Printer_1,Printer_1 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299905
464,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299923
465,relationship_data.parent,Printer_2,  Printer_2  ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299941
468,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299960
469,relationship_data.parent,Printer_3,Printer_3 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299978
480,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.299997
481,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300015
484,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300033
485,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300054
492,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300072
493,relationship_data.parent,Printer_9, Printer_9 ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300091
498,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300109
499,relationship_data.parent,Printer_6,   Printer_6   ,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300128
500,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300146
501,relationship_data.parent,Printer_7,   Printer_7,Q1_SPACE_ORDER_LEVEL,2025-06-10T21:18:09.300164
